word,total_occ,book_count,sample_sentence
avail,3,2,"""My dear madam,"" he replied, ""this invitation is particularly gratifying, because it is what I have been hoping to receive; and you may be very certain that I shall avail myself of it as soon as possi"
bathing,3,2,"""A little sea-bathing would set me up for ever."""
bowing,3,2,"""Good-day, Lord St. Simon,"" said Holmes, rising and bowing."
cardboard,3,2,"I went to my work as usual at ten o'clock, but the door was shut and locked, with a little square of cardboard hammered on to the middle of the panel with a tack."
careless,3,2,"""Oh,"" cried Miss Bingley, ""Charles writes in the most careless way imaginable."
cheerfully,3,2,"She wrote cheerfully, seemed surrounded with comforts, and mentioned nothing which she could not praise."
coincidence,3,2,"If we could fly out of that window hand in hand, hover over this great city, gently remove the roofs, and peep in at the queer things which are going on, the strange coincidences, the plannings, the c"
concealment,3,2,"Perhaps this concealment, this disguise, was beneath me."
concisely,3,2,"In terms of grateful acknowledgment for the kindness of his brother, though expressed most concisely, he then delivered on paper his perfect approbation of all that was done, and his willingness to fu"
confidential,3,2,"""A confidential servant?"""
contemptuously,3,2,said the Caterpillar contemptuously.
courtier,3,2,"First came ten soldiers carrying clubs; these were all shaped like the three gardeners, oblong and flat, with their hands and feet at the corners: next the ten courtiers; these were ornamented all ove"
creditable,3,2,"The officers of the ----shire were in general a very creditable, gentlemanlike set and the best of them were of the present party; but Mr, Wickham was as far beyond them all in person, countenance, ai"
creditor,3,2,"I have written to Colonel Forster, to inform him of our present arrangements, and to request that he will satisfy the various creditors of Mr. Wickham in and near Brighton with assurances of speedy pa"
culprit,3,2,"It must be confessed, however, that the case looks exceedingly grave against the young man, and it is very possible that he is indeed the culprit."
derision,3,2,"She looked at his two sisters, and saw them making signs of derision at each other, and at Darcy, who continued, however, impenetrably grave."
devoid,3,2,"The case has, in some respects, been not entirely devoid of interest."""
dirt,3,2,"""How can you be so silly,"" cried her mother, ""as to think of such a thing, in all this dirt!"
disclose,3,2,It was then disclosed in the following manner.
dishonorable,3,2,"Unwilling as she was to admit an idea so destructive to Jane's happiness, and so dishonourable to the stability of her lover, she could not prevent its frequently recurring."
distract,3,2,"I was so afraid, you know, that something would happen to put it off, and then I should have gone quite distracted."
eccentric,3,2,"Botany variable, geology profound as regards the mud-stains from any region within fifty miles of town, chemistry eccentric, anatomy unsystematic, sensational literature and crime records unique, viol"
edward,3,2,"Yes, 17 King Edward Street, near St. Paul's.'"
eh,3,2,"""Eh?"
ere,3,2,"I am, therefore, by no means discouraged by what you have just said, and shall hope to lead you to the altar ere long."""
extract,3,2,"For you are a young lady of deep reflection, I know, and read great books, and make extracts."""
familiarly,3,2,"She inquired into Charlotte's domestic concerns familiarly and minutely, and gave her a great deal of advice as to the management of them all; told her how everything ought to be regulated in so small"
feeble,3,2,"Last came a little feeble, squeaking voice, (""That's Bill,"" thought Alice,) ""Well, I hardly know--No more, thank ye; I'm better now--but I'm a deal too flustered to tell you--all I know is, something "
few,3,2,"Of these the latter may have afforded a finer field for an acute and original observer, but the other was so strange in its inception and so dramatic in its details that it may be the more worthy of b"
filial,3,2,"""Why, indeed, he does seem to have had some filial scruples on that head, as you will hear."""
firmly,3,2,"Then with his lens he tested the hinges, but they were of solid iron, built firmly into the massive masonry."
fonder,3,2,"Her disappointment in Charlotte made her turn with fonder regard to her sister, of whose rectitude and delicacy she was sure her opinion could never be shaken, and for whose happiness she grew daily m"
furiously,3,2,screamed the old man furiously.
fuss,3,2,I won't have a fuss made about such nonsense.'
gathering,3,2,"For a long time he remained there, turning over the leaves and dried sticks, gathering up what seemed to me to be dust into an envelope and examining with his lens not only the ground but even the bar"
glowing,3,2,"""You have erred, perhaps,"" he observed, taking up a glowing cinder with the tongs and lighting with it the long cherry-wood pipe which was wont to replace his clay when he was in a disputatious rather"
grievance,3,2,"Mrs. Bennet had many grievances to relate, and much to complain of."
grinning,3,2,"There was no rest for me, no peace, no forgetfulness; turn where I would, there was his cunning, grinning face at my elbow."
handwriting,3,2,"""It is a curious thing,"" remarked Holmes, ""that a typewriter has really quite as much individuality as a man's handwriting."
heap,3,2,"The pipe was still between his lips, the smoke still curled upward, and the room was full of a dense tobacco haze, but nothing remained of the heap of shag which I had seen upon the previous night."
hitherto,3,2,"If what I have hitherto said can appear to you in the form of encouragement, I know not how to express my refusal in such a way as may convince you of its being one."""
incessantly,3,2,"Lydia talked incessantly of lottery tickets, of the fish she had lost and the fish she had won; and Mr. Collins, in describing the civility of Mr. and Mrs. Philips, protesting that he did not in the l"
injunction,3,2,"Elizabeth would not oppose such an injunction; and a moment's consideration making her also sensible that it would be wisest to get it over as soon and as quietly as possible, she sat down again, and "
institute,3,2,"""I cannot say that I do unless it were that he wished to be able to deny his signature if an action for breach of promise were instituted."""
intently,3,2,"The envelope contained a sheet of elegant, little, hot-pressed paper, well covered with a lady's fair, flowing hand; and Elizabeth saw her sister's countenance change as she read it, and saw her dwell"
intricate,3,2,"It does not necessarily follow that a deep, intricate character is more or less estimable than such a one as yours."""
intrude,3,2,"But self, though it would intrude, could not engross her."
languor,3,2,"The swing of his nature took him from extreme languor to devouring energy; and, as I knew well, he was never so truly formidable as when, for days on end, he had been lounging in his armchair amid his"
lasting,3,2,"I wonder he does not marry, to secure a lasting convenience of that kind."
lazily,3,2,"With my body in one easy-chair and my legs upon another, I had surrounded myself with a cloud of newspapers until at last, saturated with the news of the day, I tossed them all aside and lay listless,"
liking,3,2,"Her daughter endeavoured to convince her of what she did not believe herself, that his attentions to Jane had been merely the effect of a common and transient liking, which ceased when he saw her no m"
looking,3,2,"I do not like to boast of my own child; but to be sure, Jane--one does not often see anybody better looking."
making,3,2,"""He has his own little methods, which are, if he won't mind my saying so, just a little too theoretical and fantastic, but he has the makings of a detective in him."
mingle,3,2,"He found, as so many more have done, that the practice is easier to attain than to get rid of, and for many years he continued to be a slave to the drug, an object of mingled horror and pity to his fr"
monosyllable,3,2,"Now and then I hazarded some remark to break the monotony of the journey, but the colonel answered only in monosyllables, and the conversation soon flagged."
morris,3,2,"""'Oh,' said he, 'his name was William Morris."
neatness,3,2,"They were then, with no other delay than his pointing out the neatness of the entrance, taken into the house; and as soon as they were in the parlour, he welcomed them a second time, with ostentatious"
numerous,3,2,"I sincerely hope your Christmas in Hertfordshire may abound in the gaieties which that season generally brings, and that your beaux will be so numerous as to prevent your feeling the loss of the three"
obstinacy,3,2,"""Would Mr. Darcy then consider the rashness of your original intention as atoned for by your obstinacy in adhering to it?"""
obtrude,3,2,But last summer he was again most painfully obtruded on my notice.
oppressed,3,2,"Astonishment, apprehension, and even horror, oppressed her."
overpowering,3,2,"Her violet eyes shining, her lips parted, a pink flush upon her cheeks, all thought of her natural reserve lost in her overpowering excitement and concern."
overtook,3,2,"Striding through the scattered knots of people who lounged round the flaring stalls, my companion speedily overtook the little man and touched him upon the shoulder."
panting,3,2,"and they all crowded round it, panting, and asking, ""But who has won?"""
parcel,3,2,"At length the chaise arrived, the trunks were fastened on, the parcels placed within, and it was pronounced to be ready."
paris,3,2,"London is the capital of Paris, and Paris is the capital of Rome, and Rome--no, _that's_ all wrong, I'm certain!"
partly,3,2,"When she thought of her mother, indeed, her confidence gave way a little; but she would not allow that any objections _there_ had material weight with Mr. Darcy, whose pride, she was convinced, would "
peculiarity,3,2,"Neither could anything be urged against my father, who, though with some peculiarities, has abilities which Mr. Darcy himself need not disdain, and respectability which he will probably never reach."""
perfection,3,2,"Mrs. Bennet and Kitty walked off, and as soon as they were gone, Mr. Collins began,-- ""Believe me, my dear Miss Elizabeth, that your modesty, so far from doing you any disservice, rather adds to your "
perturb,3,2,"The firemen had been much perturbed at the strange arrangements which they had found within, and still more so by discovering a newly severed human thumb upon a window-sill of the second floor."
piteous,3,2,"I rushed forward, fell down, clapped my hand to my face, and became a piteous spectacle."
pitiful,3,2,"""I wish I might take this for a compliment; but to be so easily seen through, I am afraid, is pitiful."""
popular,3,2,"He was not a popular man, being somewhat cold and forbidding in his manners, but he had, as far as I know, no active enemies."
predominate,3,2,In his eyes she eclipses and predominates the whole of her sex.
pretended,3,2,"as we went along Kitty and me drew up all the blinds, and pretended there was nobody in the coach; and I should have gone so all the way, if Kitty had not been sick; and when we got to the George, I d"
pretense,3,2,"All were struck with the stranger's air, all wondered who he could be; and Kitty and Lydia, determined if possible to find out, led the way across the street, under pretence of wanting something in an"
prior,3,2,"Elizabeth, feeling it incumbent on her to relieve him from so unpleasant a situation, now put herself forward to confirm his account, by mentioning her prior knowledge of it from Charlotte herself; an"
remainder,3,2,"""Indirectly it may be of value, you know; you have only to put it into words to gain the reputation of being excellent company for the remainder of your existence."""
repent,3,2,"His attachment excited gratitude, his general character respect: but she could not approve him; nor could she for a moment repent her refusal, or feel the slightest inclination ever to see him again."
repulsive,3,2,"He was, as the inspector had said, extremely dirty, but the grime which covered his face could not conceal its repulsive ugliness."
restrain,3,2,"Her father, contented with laughing at them, would never exert himself to restrain the wild giddiness of his youngest daughters; and her mother, with manners so far from right herself, was entirely in"
retort,3,2,"Mrs. Hudson has been knocked up, she retorted upon me, and I on you."""
rival,3,2,"With such rivals for the notice of the fair as Mr. Wickham and the officers, Mr. Collins seemed to sink into insignificance; to the young ladies he certainly was nothing; but he had still at intervals"
roughly,3,2,He appeared to be much surprised at seeing me and asked me rather roughly what I was doing there.
rudeness,3,2,"She was therefore obliged to seek another branch of the subject, and related, with much bitterness of spirit, and some exaggeration, the shocking rudeness of Mr. Darcy."
scold,3,2,Her mother only scolded her for being nonsensical.
shaking,3,2,"""Well, down they came to the west country, there was no shaking them off, and there they have lived rent free on my best land ever since."
sharpened,3,2,"Amongst the most violent against him was Mrs. Bennet, whose dislike of his general behaviour was sharpened into particular resentment by his having slighted one of her daughters."
slave,3,2,"That he was really fond of Jane, she doubted no more than she had ever done; and much as she had always been disposed to like him, she could not think without anger, hardly without contempt, on that e"
smiling,3,2,"""I want to know,"" said she, with a countenance no less smiling than her sister's, ""what you have learnt about Mr. Wickham."
sobbing,3,2,"""But perhaps it was only sobbing,"" she thought, and looked into its eyes again, to see if there were any tears."
splashing,3,2,"Just then she heard something splashing about in the pool a little way off, and she swam nearer to make out what it was: at first she thought it must be a walrus or hippopotamus, but then she remember"
sternly,3,2,said Holmes sternly.
stiff,3,2,"It is peculiarly strong and stiff."""
strenuously,3,2,"""Ay, no doubt: but that is what a governess will prevent; and if I had known your mother, I should have advised her most strenuously to engage one."
succession,3,2,"He flicked the horse with his whip, and we dashed away through the endless succession of sombre and deserted streets, which widened gradually, until we were flying across a broad balustraded bridge, w"
survivor,3,2,"""My name is Helen Stoner, and I am living with my stepfather, who is the last survivor of one of the oldest Saxon families in England, the Roylotts of Stoke Moran, on the western border of Surrey."""
threat,3,2,"In the case of Pondicherry, seven weeks elapsed between the threat and its fulfilment, in Dundee it was only some three or four days."
thump,3,2,"when suddenly, thump!"
times,3,2,"I ought to know its size and shape, seeing that I have read the advertisement about it in _The Times_ every day lately."
tiptoe,3,2,"She stretched herself up on tiptoe, and peeped over the edge of the mushroom, and her eyes immediately met those of a large blue caterpillar, that was sitting on the top with its arms folded, quietly "
topic,3,2,"_]] Mr. Wickham was the happy man towards whom almost every female eye was turned, and Elizabeth was the happy woman by whom he finally seated himself; and the agreeable manner in which he immediately"
trample,3,2,"To Holmes, as I could see by his eager face and peering eyes, very many other things were to be read upon the trampled grass."
transpire,3,2,"On returning, he found that Horner had disappeared, that the bureau had been forced open, and that the small morocco casket in which, as it afterwards transpired, the Countess was accustomed to keep h"
turning,3,2,"When they left the high road for the lane to Hunsford, every eye was in search of the Parsonage, and every turning expected to bring it in view."
twentieth,3,2,"One night--it was on the twentieth of March, 1888--I was returning from a journey to a patient (for I had now returned to civil practice), when my way led me through Baker Street."
undergo,3,2,"Elizabeth, feeling all the more than common awkwardness and anxiety of his situation, now forced herself to speak; and immediately, though not very fluently, gave him to understand that her sentiments"
underneath,3,2,"She took down a jar from one of the shelves as she passed; it was labelled ""ORANGE MARMALADE"", but to her great disappointment it was empty: she did not like to drop the jar for fear of killing somebo"
upbraid,3,2,"You will not thank me for detaining you from the bewitching converse of that young lady, whose bright eyes are also upbraiding me."""
usage,3,2,"We are not on friendly terms, and it always gives me pain to meet him, but I have no reason for avoiding _him_ but what I might proclaim to all the world--a sense of very great ill-usage, and most pai"
uttered,3,2,"Scarcely a syllable was uttered that did not relate to the game, except when Mrs. Jenkinson expressed her fears of Miss De Bourgh's being too hot or too cold, or having too much or too little light."
whimsical,3,2,"""Only one of those whimsical little incidents which will happen when you have four million human beings all jostling each other within the space of a few square miles."
whispering,3,2,"He stood by her, however, for some minutes, in silence; and, at last, on the young lady's whispering to Elizabeth again, he walked away."
whither,3,2,"Bingley was all grateful pleasure; and he readily engaged for taking the earliest opportunity of waiting on her after his return from London, whither he was obliged to go the next day for a short time"
womanly,3,2,"Then it lengthened out until it became a yellow line, and then, without any warning or sound, a gash seemed to open and a hand appeared, a white, almost womanly hand, which felt about in the centre of"
abhorrent,2,2,"All emotions, and that one particularly, were abhorrent to his cold, precise but admirably balanced mind."
abiding,2,2,"If you don't--it's a fine, law-abiding country is England, and there's always a policeman within hail.'"
abound,2,2,"My father had fallen over one of the deep chalk-pits which abound in the neighbourhood, and was lying senseless, with a shattered skull."
accurate,2,2,"I should like an accurate description of him and any letters of his which you can spare."""
approaching,2,2,"I had been lying in an angle of the hedge close by the high road, and just a little lower down was a long building, which proved, upon my approaching it, to be the very station at which I had arrived "
apt,2,2,"The larger crimes are apt to be the simpler, for the bigger the crime the more obvious, as a rule, is the motive."
artificial,2,2,"""I started off, Mr. Holmes, but when I got to that address it was a manufactory of artificial knee-caps, and no one in it had ever heard of either Mr. William Morris or Mr. Duncan Ross."""
askance,2,2,"and gave a look askance-- Said he thanked the whiting kindly, but he would not join the dance."
audible,2,2,"Then suddenly another sound became audible--a very gentle, soothing sound, like that of a small jet of steam escaping continually from a kettle."
basis,2,2,"I had no keener pleasure than in following Holmes in his professional investigations, and in admiring the rapid deductions, as swift as intuitions, and yet always founded on a logical basis with which"
bequeath,2,2,"She had a considerable sum of money--not less than £ 1000 a year--and this she bequeathed to Dr. Roylott entirely while we resided with him, with a provision that a certain annual sum should be allowe"
bequest,2,2,"I took the paper from him and read as follows: ""TO THE RED-HEADED LEAGUE: On account of the bequest of the late Ezekiah Hopkins, of Lebanon, Pennsylvania, U.S.A., there is now another vacancy open whi"
boldly,2,2,"""Don't talk nonsense,"" said Alice more boldly: ""you know you're growing too."""
boxed,2,2,""" ""She boxed the Queen's ears--"" the Rabbit began."
britain,2,2,One by one the management of the noble houses of Great Britain is passing into the hands of our fair cousins from across the Atlantic.
bustle,2,2,With a few grateful words to Holmes she bade us both good-night and bustled off upon her way.
candid,2,2,"'_Omne ignotum pro magnifico_,' you know, and my poor little reputation, such as it is, will suffer shipwreck if I am so candid."
ceaseless,2,2,"Ordering my cab to wait, I passed down the steps, worn hollow in the centre by the ceaseless tread of drunken feet; and by the light of a flickering oil-lamp above the door I found the latch and made "
characterize,2,2,I know the military neatness which characterises you.
circumspect,2,2,"""We must be circumspect, for we are dealing with a very cunning man."
closer,2,2,And she squeezed herself up closer to Alice's side as she spoke.
clouded,2,2,"No sound came from within, and at the silence Holmes' face clouded over."
commonly,2,2,A man dying from a sudden blow does not commonly become delirious.
communicative,2,2,Sherlock Holmes was not very communicative during the long drive and lay back in the cab humming the tunes which he had heard in the afternoon.
congenial,2,2,"He hastened upstairs, and a few minutes later I heard the slam of the hall door, which told me that he was off once more upon his congenial hunt."
connivance,2,2,"With the connivance and assistance of his wife he disguised himself, covered those keen eyes with tinted glasses, masked the face with a moustache and a pair of bushy whiskers, sunk that clear voice i"
crouch,2,2,"Alice crouched down among the trees as well as she could, for her neck kept getting entangled among the branches, and every now and then she had to stop and untwist it."
crust,2,2,""" Alice did not dare to disobey, though she felt sure it would all come wrong, and she went on in a trembling voice:-- ""I passed by his garden, and marked, with one eye, How the Owl and the Panther we"
curving,2,2,"She had just succeeded in curving it down into a graceful zigzag, and was going to dive in among the leaves, which she found to be nothing but the tops of the trees under which she had been wandering,"
degenerate,2,2,"As to my own little practice, it seems to be degenerating into an agency for recovering lost lead pencils and giving advice to young ladies from boarding-schools."
deportment,2,2,"The point is, have you or have you not the bearing and deportment of a lady?"
destitute,2,2,"""You may imagine, Mr. Holmes, that to me, destitute as I was, such an offer seemed almost too good to be true."
detailed,2,2,"Holmes sat in his big armchair with the weary, heavy-lidded expression which veiled his keen and eager nature, while I sat opposite to him, and we listened in silence to the strange story which our vi"
diligence,2,2,"""Eight weeks passed away like this, and I had written about Abbots and Archery and Armour and Architecture and Attica, and hoped with diligence that I might get on to the B's before very long."
diligently,2,2,"As soon as the jury had a little recovered from the shock of being upset, and their slates and pencils had been found and handed back to them, they set to work very diligently to write out a history o"
dispel,2,2,"The sight of the safe, the saucer of milk, and the loop of whipcord were enough to finally dispel any doubts which may have remained."
distraction,2,2,"""Reeling and Writhing, of course, to begin with,"" the Mock Turtle replied; ""and then the different branches of Arithmetic--Ambition, Distraction, Uglification, and Derision."""
doubly,2,2,"With the connivance and assistance of his wife he disguised himself, covered those keen eyes with tinted glasses, masked the face with a moustache and a pair of bushy whiskers, sunk that clear voice i"
doubting,2,2,"""A proposition which I took the liberty of doubting."""
driving,2,2,An examination showed that one of the india-rubber bands which was round the head of a driving-rod had shrunk so as not quite to fill the socket along which it worked.
drown,2,2,"""I shall be punished for it now, I suppose, by being drowned in my own tears!"
emphasis,2,2,"""The trial cannot proceed,"" said the King in a very grave voice, ""until all the jurymen are back in their proper places--_all_,"" he repeated with great emphasis, looking hard at Alice as he said so."
encamp,2,2,"He had no friends at all save the wandering gipsies, and he would give these vagabonds leave to encamp upon the few acres of bramble-covered land which represent the family estate, and would accept in"
engrave,2,2,"As she said this, she came upon a neat little house, on the door of which was a bright brass plate with the name ""W. RABBIT,"" engraved upon it."
essence,2,2,"""This is wanting in the police report, where more stress is laid, perhaps, upon the platitudes of the magistrate than upon the details, which to an observer contain the vital essence of the whole matt"
expressly,2,2,"""'The other is a good three pound heavier,' said she, 'and we fattened it expressly for you.'"
exquisite,2,2,"It was not a photograph but an ivory miniature, and the artist had brought out the full effect of the lustrous black hair, the large dark eyes, and the exquisite mouth."
extinguished,2,2,"About nine o'clock the light among the trees was extinguished, and all was dark in the direction of the Manor House."
farthing,2,2,"'You shall not have a farthing from me,' I cried, on which he bowed and left the room without another word."
fearless,2,2,She is swift in making up her mind and fearless in carrying out her resolutions.
firmness,2,2,"His frank acceptance of the situation marks him as either an innocent man, or else as a man of considerable self-restraint and firmness."
folding,2,2,"""Well, if I must, I must,"" the King said, with a melancholy air, and, after folding his arms and frowning at the cook till his eyes were nearly out of sight, he said in a deep voice, ""What are tarts m"
foretold,2,2,"There was no rain, as Holmes had foretold, and the morning broke bright and cloudless."
forgetfulness,2,2,"There was no rest for me, no peace, no forgetfulness; turn where I would, there was his cunning, grinning face at my elbow."
forwards,2,2,"Hardly knowing what she did, she picked up a little bit of stick, and held it out to the puppy; whereupon the puppy jumped into the air off all its feet at once, with a yelp of delight, and rushed at "
fourteenth,2,2,"""Fourteenth of March, I _think_ it was,"" he said."
fulfill,2,2,"Its finder has carried it off, therefore, to fulfil the ultimate destiny of a goose, while I continue to retain the hat of the unknown gentleman who lost his Christmas dinner."""
getting,2,2,"""There is no possible getting out of it, Mr. Windibank."
glaring,2,2,"The Queen turned crimson with fury, and, after glaring at her for a moment like a wild beast, screamed ""Off with her head!"
gloomily,2,2,"The March Hare took the watch and looked at it gloomily: then he dipped it into his cup of tea, and looked at it again: but he could think of nothing better to say than his first remark, ""It was the _"
gossiping,2,2,"However, I must not sit gossiping here, but must get these disreputable clothes off and return to my highly respectable self."""
harshly,2,2,"I know that he has done no harm and that you will be sorry for having acted so harshly."""
hearth,2,2,"The only things in the kitchen that did not sneeze, were the cook, and a large cat which was sitting on the hearth and grinning from ear to ear."
herald,2,2,"""Herald, read the accusation!"""
hiss,2,2,"She had just succeeded in curving it down into a graceful zigzag, and was going to dive in among the leaves, which she found to be nothing but the tops of the trees under which she had been wandering,"
hoarsely,2,2,"Hardly knowing what she did, she picked up a little bit of stick, and held it out to the puppy; whereupon the puppy jumped into the air off all its feet at once, with a yelp of delight, and rushed at "
idiot,2,2,"""Idiot!"""
impetuous,2,2,"She is impetuous--volcanic, I was about to say."
implacable,2,2,It is no wonder that he and his family have some of the more implacable spirits upon their track.
inadequate,2,2,"It was obvious at a glance that the story of the fuller's-earth was the merest fabrication, for it would be absurd to suppose that so powerful an engine could be designed for so inadequate a purpose."
informality,2,2,"It seems that there had been some informality about their license, that the clergyman absolutely refused to marry them without a witness of some sort, and that my lucky appearance saved the bridegroom"
inspiring,2,2,"It was a long fight between my pride and the money, but the dollars won at last, and I threw up reporting and sat day after day in the corner which I had first chosen, inspiring pity by my ghastly fac"
interpose,2,2,"""One moment,"" Holmes interposed, ""your statement is, I foresee, one of the most remarkable to which I have ever listened."
intruder,2,2,Sherlock Holmes had sprung out and seized the intruder by the collar.
invariable,2,2,So accustomed was I to his invariable success that the very possibility of his failing had ceased to enter into my head.
jot,2,2,"""I shall jot down the facts."
jug,2,2,"The Hatter was the only one who got any advantage from the change: and Alice was a good deal worse off than before, as the March Hare had just upset the milk-jug into his plate."
keener,2,2,"I had no keener pleasure than in following Holmes in his professional investigations, and in admiring the rapid deductions, as swift as intuitions, and yet always founded on a logical basis with which"
kneel,2,2,"She went on growing, and growing, and very soon had to kneel down on the floor: in another minute there was not even room for this, and she tried the effect of lying down with one elbow against the do"
knelt,2,2,"Alice opened the door and found that it led into a small passage, not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw."
lastly,2,2,"Lastly, she pictured to herself how this same little sister of hers would, in the after-time, be herself a grown woman; and how she would keep, through all her riper years, the simple and loving heart"
letters,2,2,"On the inside of the cover was a paper label, with the initials of K. K. K. repeated upon it, and 'Letters, memoranda, receipts, and a register' written beneath."
lighted,2,2,"It was already dusk, and the lamps were just being lighted as we paced up and down in front of Briony Lodge, waiting for the coming of its occupant."
listening,2,2,"The Antipathies, I think--"" (she was rather glad there _was_ no one listening, this time, as it didn't sound at all the right word) ""--but I shall have to ask them what the name of the country is, you"
luncheon,2,2,"Having done that, we may drive back to our luncheon."
luster,2,2,"Through the gloom one could dimly catch a glimpse of bodies lying in strange fantastic poses, bowed shoulders, bent knees, heads thrown back, and chins pointing upward, with here and there a dark, lac"
mankind,2,2,"All day the wind had screamed and the rain had beaten against the windows, so that even here in the heart of great, hand-made London we were forced to raise our minds for the instant from the routine "
masterly,2,2,"Indeed, apart from the nature of the investigation which my friend had on hand, there was something in his masterly grasp of a situation, and his keen, incisive reasoning, which made it a pleasure to "
mess,2,2,"It is true that I had a country walk on Thursday and came home in a dreadful mess, but as I have changed my clothes I can't imagine how you deduce it."
military,2,2,I know the military neatness which characterises you.
mischance,2,2,"He was clearly so scared by his mischance in breaking the window and by the approach of Peterson that he thought of nothing but flight, but since then he must have bitterly regretted the impulse which"
naturedly,2,2,"Alice guessed in a moment that it was looking for the fan and the pair of white kid gloves, and she very good-naturedly began hunting about for them, but they were nowhere to be seen--everything seeme"
oppressively,2,2,"On entering his room, I found Holmes in animated conversation with two men, one of whom I recognised as Peter Jones, the official police agent, while the other was a long, thin, sad-faced man, with a "
petulance,2,2,"A gentleman entered, with a pleasant, cultured face, high-nosed and pale, with something perhaps of petulance about the mouth, and with the steady, well-opened eye of a man whose pleasant lot it had e"
plainer,2,2,"""The case is as plain as a pikestaff, and the more one goes into it the plainer it becomes."
plentiful,2,2,"""Shillings have not been so plentiful with me as they once were,"" he remarked."
pressing,2,2,The first consideration is to remove the pressing danger which threatens you.
pretext,2,2,"On various pretexts they all moved off, and Alice was soon left alone."
proclaim,2,2,"""Because she has said that she would send it on the day when the betrothal was publicly proclaimed."
proficient,2,2,"'You have been recommended to me, Mr. Hatherley, as being a man who is not only proficient in his profession but is also discreet and capable of preserving a secret.'"
quiver,2,2,"The Mouse gave a sudden leap out of the water, and seemed to quiver all over with fright."
rashness,2,2,"""The instant that I uttered the words I regretted the rashness of my speech."
rattling,2,2,"So she sat on, with closed eyes, and half believed herself in Wonderland, though she knew she had but to open them again, and all would change to dull reality--the grass would be only rustling in the "
reality,2,2,"So she sat on, with closed eyes, and half believed herself in Wonderland, though she knew she had but to open them again, and all would change to dull reality--the grass would be only rustling in the "
recommence,2,2,"Perhaps, Mr. Wilson, you would have the great kindness to recommence your narrative."
refinement,2,2,"The man who entered was young, some two-and-twenty at the outside, well-groomed and trimly clad, with something of refinement and delicacy in his bearing."
rejoin,2,2,"You may then walk to the end of the street, and I will rejoin you in ten minutes."
remonstrance,2,2,"""He has, however, retained some degree of self-respect,"" he continued, disregarding my remonstrance."
respectful,2,2,"They were just beginning to write this down on their slates, when the White Rabbit interrupted: ""_Un_important, your Majesty means, of course,"" he said in a very respectful tone, but frowning and maki"
restless,2,2,"She raised her veil as she spoke, and we could see that she was indeed in a pitiable state of agitation, her face all drawn and grey, with restless frightened eyes, like those of some hunted animal."
reverie,2,2,"We had walked several times up and down the lawn, neither Miss Stoner nor myself liking to break in upon his thoughts before he roused himself from his reverie."
scheming,2,2,"Had he appeared surprised at his own arrest, or feigned indignation at it, I should have looked upon it as highly suspicious, because such surprise or anger would not be natural under the circumstance"
seasonable,2,2,"""The fire looks very seasonable in this weather."
selfishness,2,2,"""No, it is not selfishness or conceit,"" said he, answering, as was his wont, my thoughts rather than my words."
sentinel,2,2,That dreadful sentinel sent a chill to my heart which I do not think that any burglar could have done.
severity,2,2,"""You should learn not to make personal remarks,"" Alice said with some severity; ""it's very rude."""
shrieked,2,2,"""Collar that Dormouse,"" the Queen shrieked out."
sixpence,2,2,"""That's the most important piece of evidence we've heard yet,"" said the King, rubbing his hands; ""so now let the jury--"" ""If any one of them can explain it,"" said Alice, (she had grown so large in the"
sleepless,2,2,"""It may give him a sleepless night."
slippery,2,2,"when she got to the door, she found she had forgotten the little golden key, and when she went back to the table for it, she found she could not possibly reach it: she could see it quite plainly throu"
sloping,2,2,"He was a large man with rounded shoulders, a massive head, and a broad, intelligent face, sloping down to a pointed beard of grizzled brown."
snug,2,2,"I fear that I have brought some traces of the storm and rain into your snug chamber."""
sorely,2,2,"Holmes drove in silence, with his head sunk upon his breast, and the air of a man who is lost in thought, while I sat beside him, curious to learn what this new quest might be which seemed to tax his "
splendidly,2,2,"It was the White Rabbit returning, splendidly dressed, with a pair of white kid gloves in one hand and a large fan in the other: he came trotting along in a great hurry, muttering to himself as he cam"
splendor,2,2,Its splendour was in such contrast to his homely ways and simple life that I could not help commenting upon it.
spoke,2,2,"The moment Alice appeared, she was appealed to by all three to settle the question, and they repeated their arguments to her, though, as they all spoke at once, she found it very hard indeed to make o"
stoutly,2,2,Both he and the Lascar stoutly swore that no one else had been in the front room during the afternoon.
subside,2,2,"He made a slight motion to me to approach him, and instantly, as he turned his face half round to the company once more, subsided into a doddering, loose-lipped senility."
talker,2,2,"He is older than Arthur, a man of the world to his finger-tips, one who had been everywhere, seen everything, a brilliant talker, and a man of great personal beauty."
talking,2,2,"When she got back to the Cheshire Cat, she was surprised to find quite a large crowd collected round it: there was a dispute going on between the executioner, the King, and the Queen, who were all tal"
thirteen,2,2,"Let me see: four times five is twelve, and four times six is thirteen, and four times seven is--oh dear!"
tidy,2,2,"By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pai"
transition,2,2,"As it is an open secret that the Duke of Balmoral has been compelled to sell his pictures within the last few years, and as Lord St. Simon has no property of his own save the small estate of Birchmoor"
troop,2,2,"A groan of disappointment came up from below, and the folk all trooped away in different directions until there was not a red-head to be seen except my own and that of the manager."
